year,semester,carleton_code,uottawa_code,course_name,professor,outline_link
2023,winter,COMP 4202A,,Computational Aspects of GIS,Dr. J.-R Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline4202.2022_0.pdf
2023,winter,COMP 4203A,,COMP4203,Ahmad Traboulsi,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline4203-w2023.pdf
2023,winter,COMP 4203A,,Wireless Networks and Security,Ahmad Traboulsi,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline4203-w23.pdf
2023,winter,COMP 4501A,,Advanced Facilities for Real-Time Games,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4501_winter2023_outline_0.pdf
2023,winter,COMP 4900B,COMP5900,Texture and Pattern Synthesis,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2023_0.pdf
2023,winter,COMP 4900C,COMP 5900J,Introduction to Reinforcement Learning,Junfeng Wen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4900c_w23_outline_v0.pdf
2023,winter,DATA 5000W,,DATA5000: Introduction to Data Science,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/data5000_outline-w23_updated.pdf
2023,winter,COMP 5005,COMP 4900A,Learning Systems for Random Environments,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/5005outline23_0.pdf
2023,winter,COMP 5112A,,Algorithms for Data Science,Anil Maheshwari,
2023,winter,COMP 5118,,Trends in Big Data Management,Ahmed El-Roby,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5118_23w_outline.pdf
2023,winter,COMP 5119,,Internet of Things Security,David Barrera,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_68.pdf
2023,winter,COMP 5204A,,Computational Aspects of GIS,Dr. J.-R. Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline5204.pdf
2023,winter,COMP 5900,SYSC5804/ ITEC5910/ ELG6184(OU),5G Networks,Jun Steed Huang,https://service.scs.carleton.ca/sites/default/files/course_outlines/graduatecourseoutline5gv9.pdf
2023,winter,COMP 5900F,,Selected Topics in Computer Science - Surgical Data Science,Matthew Holden,https://service.scs.carleton.ca/sites/default/files/course_outlines/sds_courseoutline_winter2023.pdf
2023,winter,COMP 5900H,,Eye Tracking in Human-Computer Interaction,Nadine Moacdieh,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_5900_-_course_outline_-_winter_2023.pdf
2023,winter,COMP 5900K,,"Data Science, Ethics & Society",Tracey Lauriault,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5900k-lauriaulttp_selectedtopicsincomputerscience_winter2023.pdf
